"user_id","event_datetime","event_name","event_id"
"d208fac3-a4f7-11e6-91a5-1fc490c5cf69",2017-07-16,"Monet bis Picasso. The Batliner Collection","7feb6f83-a8e2-11e6-8597-f9ef43490d96"
"d208fac4-a4f7-11e6-91a5-1fc490c5cf69",2016-11-20,"Business Frühstück","7feb6f84-a8e2-11e6-8597-f9ef43490d96"
"d208fac5-a4f7-11e6-91a5-1fc490c5cf69",2017-02-16,"Konstruktion_Reflexion","7feb6f85-a8e2-11e6-8597-f9ef43490d96"
"d208fac6-a4f7-11e6-91a5-1fc490c5cf69",2017-03-31,"Am Ende","7feb6f86-a8e2-11e6-8597-f9ef43490d96"
"d208fac7-a4f7-11e6-91a5-1fc490c5cf69",2017-10-16,"Hoffmanns Erzählungen","7feb6f87-a8e2-11e6-8597-f9ef43490d96"
"d208fac8-a4f7-11e6-91a5-1fc490c5cf69",2017-05-15,"Voice Mania","7feb9680-a8e2-11e6-8597-f9ef43490d96"
"d208fac9-a4f7-11e6-91a5-1fc490c5cf69",2017-06-29,"Adventkonzert","7feb9681-a8e2-11e6-8597-f9ef43490d96"
"d208faca-a4f7-11e6-91a5-1fc490c5cf69",2017-08-30,"Architektur Zeitreisen","7feb9682-a8e2-11e6-8597-f9ef43490d96"
"d208facb-a4f7-11e6-91a5-1fc490c5cf69",2016-12-29,"Turbo","7feb9683-a8e2-11e6-8597-f9ef43490d96"
"d208facc-a4f7-11e6-91a5-1fc490c5cf69",2017-07-08,"Vienna Jazzfloor","7feb9684-a8e2-11e6-8597-f9ef43490d96"
"d208facd-a4f7-11e6-91a5-1fc490c5cf69",2017-11-14,"Be Loved (voga)","7feb9685-a8e2-11e6-8597-f9ef43490d96"
"d208face-a4f7-11e6-91a5-1fc490c5cf69",2016-11-19,"Hoffmanns Erzählungen","7feb9686-a8e2-11e6-8597-f9ef43490d96"
"d208facf-a4f7-11e6-91a5-1fc490c5cf69",2017-03-12,"Ensemble Resonanz","7feb9687-a8e2-11e6-8597-f9ef43490d96"
"d20921b0-a4f7-11e6-91a5-1fc490c5cf69",2017-07-30,"Adventkonzert","7feb9688-a8e2-11e6-8597-f9ef43490d96"
"d20921b1-a4f7-11e6-91a5-1fc490c5cf69",2017-03-08,"Media Meetup","7feb9689-a8e2-11e6-8597-f9ef43490d96"
"d20921b2-a4f7-11e6-91a5-1fc490c5cf69",2017-08-05,"Sonderausstellung","7feb968a-a8e2-11e6-8597-f9ef43490d96"
"d20921b3-a4f7-11e6-91a5-1fc490c5cf69",2017-11-14,"Macbeth","7feb968b-a8e2-11e6-8597-f9ef43490d96"
"d20921b4-a4f7-11e6-91a5-1fc490c5cf69",2017-09-20,"kein Sonntag ohne Techno","7feb968c-a8e2-11e6-8597-f9ef43490d96"
"d20921b5-a4f7-11e6-91a5-1fc490c5cf69",2017-09-19,"Weihnachtskonzert","7feb968d-a8e2-11e6-8597-f9ef43490d96"
"d20921b6-a4f7-11e6-91a5-1fc490c5cf69",2017-08-07,"The Sound of Gemeindebau","7feb968e-a8e2-11e6-8597-f9ef43490d96"
"d20921b7-a4f7-11e6-91a5-1fc490c5cf69",2017-09-05,"Luft und Liebe","7feb968f-a8e2-11e6-8597-f9ef43490d96"
"d20921b8-a4f7-11e6-91a5-1fc490c5cf69",2017-02-20,"London Philharmonic Orchestra","7feb9690-a8e2-11e6-8597-f9ef43490d96"
"d20921b9-a4f7-11e6-91a5-1fc490c5cf69",2016-11-12,"13th KlexMore Festival","7feb9691-a8e2-11e6-8597-f9ef43490d96"
"d20921ba-a4f7-11e6-91a5-1fc490c5cf69",2017-03-22,"Blutspendeaktion","7febbd90-a8e2-11e6-8597-f9ef43490d96"
"d20921bb-a4f7-11e6-91a5-1fc490c5cf69",2017-07-18,"Architektur Zeitreisen","7febbd91-a8e2-11e6-8597-f9ef43490d96"
"d20921bc-a4f7-11e6-91a5-1fc490c5cf69",2016-11-17,"Konstruktion_Reflexion","7febbd92-a8e2-11e6-8597-f9ef43490d96"
"d20921bd-a4f7-11e6-91a5-1fc490c5cf69",2017-09-03,"Poetiken des Materials","7febbd93-a8e2-11e6-8597-f9ef43490d96"
"d20921be-a4f7-11e6-91a5-1fc490c5cf69",2017-08-17,"Wien bewegt","7febbd94-a8e2-11e6-8597-f9ef43490d96"
"d20921bf-a4f7-11e6-91a5-1fc490c5cf69",2016-11-13,"Falstaff","7febbd95-a8e2-11e6-8597-f9ef43490d96"
"d20921c0-a4f7-11e6-91a5-1fc490c5cf69",2016-11-29,"kein Sonntag ohne Techno","7febbd96-a8e2-11e6-8597-f9ef43490d96"
"d20921c1-a4f7-11e6-91a5-1fc490c5cf69",2017-08-01,"Ausstellung","7febbd97-a8e2-11e6-8597-f9ef43490d96"
"d20921c2-a4f7-11e6-91a5-1fc490c5cf69",2017-02-16,"My Fair Lady","7febbd98-a8e2-11e6-8597-f9ef43490d96"
"d20921c3-a4f7-11e6-91a5-1fc490c5cf69",2017-07-02,"5 Uhr Tee","7febbd99-a8e2-11e6-8597-f9ef43490d96"
"d20921c4-a4f7-11e6-91a5-1fc490c5cf69",2016-11-22,"Faszination Afrika und Ozeanien","7febbd9a-a8e2-11e6-8597-f9ef43490d96"
"d20921c5-a4f7-11e6-91a5-1fc490c5cf69",2016-12-23,"Wiener Schmucktage","7febbd9b-a8e2-11e6-8597-f9ef43490d96"
"d20921c6-a4f7-11e6-91a5-1fc490c5cf69",2017-12-07,"Evita","7febbd9c-a8e2-11e6-8597-f9ef43490d96"
"d20921c7-a4f7-11e6-91a5-1fc490c5cf69",2017-05-14,"kein Sonntag ohne Techno","7febbd9d-a8e2-11e6-8597-f9ef43490d96"
"d20921c8-a4f7-11e6-91a5-1fc490c5cf69",2017-02-20,"Vanity","7febbd9e-a8e2-11e6-8597-f9ef43490d96"
"d20921c9-a4f7-11e6-91a5-1fc490c5cf69",2017-05-10,"London Philharmonic Orchestra","7febbd9f-a8e2-11e6-8597-f9ef43490d96"
"d20921ca-a4f7-11e6-91a5-1fc490c5cf69",2017-07-10,"Wien Modern","7febbda0-a8e2-11e6-8597-f9ef43490d96"
"d20921cb-a4f7-11e6-91a5-1fc490c5cf69",2017-10-23,"My Fair Lady","7febbda1-a8e2-11e6-8597-f9ef43490d96"
"d20921cc-a4f7-11e6-91a5-1fc490c5cf69",2017-10-20,"Lang Lang","7febbda2-a8e2-11e6-8597-f9ef43490d96"
"d20921cd-a4f7-11e6-91a5-1fc490c5cf69",2017-02-13,"5 Uhr Tee","7febbda3-a8e2-11e6-8597-f9ef43490d96"
"d20921ce-a4f7-11e6-91a5-1fc490c5cf69",2017-02-02,"Vanity","7febbda4-a8e2-11e6-8597-f9ef43490d96"
"d20921cf-a4f7-11e6-91a5-1fc490c5cf69",2017-08-06,"Monet bis Picasso. The Batliner Collection","7febbda5-a8e2-11e6-8597-f9ef43490d96"
"d20921d0-a4f7-11e6-91a5-1fc490c5cf69",2017-09-20,"Blutspendeaktion","7febbda6-a8e2-11e6-8597-f9ef43490d96"
"d20921d1-a4f7-11e6-91a5-1fc490c5cf69",2017-11-12,"Finest Spirits","7febbda7-a8e2-11e6-8597-f9ef43490d96"
"d20921d2-a4f7-11e6-91a5-1fc490c5cf69",2017-03-06,"Cosmopolitan","7febe4a0-a8e2-11e6-8597-f9ef43490d96"
"d20921d3-a4f7-11e6-91a5-1fc490c5cf69",2017-07-03,"Die Zauberflöte","7febe4a1-a8e2-11e6-8597-f9ef43490d96"
"d20921d4-a4f7-11e6-91a5-1fc490c5cf69",2017-07-19,"Voice Mania","7febe4a2-a8e2-11e6-8597-f9ef43490d96"
"d20921d5-a4f7-11e6-91a5-1fc490c5cf69",2017-07-07,"Musical","7febe4a3-a8e2-11e6-8597-f9ef43490d96"
"d20921d6-a4f7-11e6-91a5-1fc490c5cf69",2017-05-06,"Architektur Zeitreisen","7febe4a4-a8e2-11e6-8597-f9ef43490d96"
"d20921d7-a4f7-11e6-91a5-1fc490c5cf69",2017-02-21,"Ausstellung","7febe4a5-a8e2-11e6-8597-f9ef43490d96"
"d20921d8-a4f7-11e6-91a5-1fc490c5cf69",2017-04-30,"Die Zauberflöte","7febe4a6-a8e2-11e6-8597-f9ef43490d96"
"d20921d9-a4f7-11e6-91a5-1fc490c5cf69",2017-02-07,"Monet bis Picasso. The Batliner Collection","7febe4a7-a8e2-11e6-8597-f9ef43490d96"
"d20921da-a4f7-11e6-91a5-1fc490c5cf69",2017-04-19,"Hoffmanns Erzählungen","7febe4a8-a8e2-11e6-8597-f9ef43490d96"
"d20921db-a4f7-11e6-91a5-1fc490c5cf69",2017-11-06,"Die Zauberflöte","7febe4a9-a8e2-11e6-8597-f9ef43490d96"
"d20921dc-a4f7-11e6-91a5-1fc490c5cf69",2017-11-18,"Jack Daniel’s 150 Year Anniversary","7febe4aa-a8e2-11e6-8597-f9ef43490d96"
"d20921dd-a4f7-11e6-91a5-1fc490c5cf69",2017-08-09,"Hoffmanns Erzählungen","7febe4ab-a8e2-11e6-8597-f9ef43490d96"
"d20948c0-a4f7-11e6-91a5-1fc490c5cf69",2017-02-27,"Wahlkampfveranstaltung","7febe4ac-a8e2-11e6-8597-f9ef43490d96"
"d20948c1-a4f7-11e6-91a5-1fc490c5cf69",2017-06-17,"Be Loved (voga)","7febe4ad-a8e2-11e6-8597-f9ef43490d96"
"d20948c2-a4f7-11e6-91a5-1fc490c5cf69",2017-06-28,"Cosmopolitan","7febe4ae-a8e2-11e6-8597-f9ef43490d96"
"d20948c3-a4f7-11e6-91a5-1fc490c5cf69",2016-11-17,"saunieren statt studieren","7febe4af-a8e2-11e6-8597-f9ef43490d96"
"d20948c4-a4f7-11e6-91a5-1fc490c5cf69",2017-09-13,"Musical","7febe4b0-a8e2-11e6-8597-f9ef43490d96"
"d20948c5-a4f7-11e6-91a5-1fc490c5cf69",2017-01-12,"Business Frühstück","7febe4b1-a8e2-11e6-8597-f9ef43490d96"
"d20948c6-a4f7-11e6-91a5-1fc490c5cf69",2017-01-23,"Be Loved (voga)","7febe4b2-a8e2-11e6-8597-f9ef43490d96"
"d20948c7-a4f7-11e6-91a5-1fc490c5cf69",2017-04-27,"Der Farbholzschnitt in Wien um 1900","7febe4b3-a8e2-11e6-8597-f9ef43490d96"
"d20948c8-a4f7-11e6-91a5-1fc490c5cf69",2017-10-27,"Die Zauberflöte","7febe4b4-a8e2-11e6-8597-f9ef43490d96"
"d20948c9-a4f7-11e6-91a5-1fc490c5cf69",2017-12-20,"Der Zauberer von Oz","7febe4b5-a8e2-11e6-8597-f9ef43490d96"
"d20948ca-a4f7-11e6-91a5-1fc490c5cf69",2017-07-08,"Die tote Stadt","7febe4b6-a8e2-11e6-8597-f9ef43490d96"
"d20948cb-a4f7-11e6-91a5-1fc490c5cf69",2017-06-29,"Unternehme der nächsten Generation","7febe4b7-a8e2-11e6-8597-f9ef43490d96"
"d20948cc-a4f7-11e6-91a5-1fc490c5cf69",2016-11-22,"Musical","7fec0bb0-a8e2-11e6-8597-f9ef43490d96"
"d20948cd-a4f7-11e6-91a5-1fc490c5cf69",2017-10-27,"My Fair Lady","7fec0bb1-a8e2-11e6-8597-f9ef43490d96"
"d20948ce-a4f7-11e6-91a5-1fc490c5cf69",2017-10-25,"Unternehme der nächsten Generation","7fec0bb2-a8e2-11e6-8597-f9ef43490d96"
"d20948cf-a4f7-11e6-91a5-1fc490c5cf69",2017-08-12,"Schulgeschichten aus Wien","7fec0bb3-a8e2-11e6-8597-f9ef43490d96"
"d20948d0-a4f7-11e6-91a5-1fc490c5cf69",2017-02-11,"Poetiken des Materials","7fec0bb4-a8e2-11e6-8597-f9ef43490d96"
"d20948d1-a4f7-11e6-91a5-1fc490c5cf69",2017-02-20,"Weihnachtsfeier","7fec0bb5-a8e2-11e6-8597-f9ef43490d96"
"d20948d2-a4f7-11e6-91a5-1fc490c5cf69",2017-03-26,"Klassenfreffen","7fec0bb6-a8e2-11e6-8597-f9ef43490d96"
"d20948d3-a4f7-11e6-91a5-1fc490c5cf69",2017-06-15,"Am Ende","7fec0bb7-a8e2-11e6-8597-f9ef43490d96"
"d20948d4-a4f7-11e6-91a5-1fc490c5cf69",2017-12-27,"Be Loved (voga)","7fec0bb8-a8e2-11e6-8597-f9ef43490d96"
"d20996e0-a4f7-11e6-91a5-1fc490c5cf69",2017-09-30,"Die Hochzeit des Figaro","7fec59d0-a8e2-11e6-8597-f9ef43490d96"
"d20996e1-a4f7-11e6-91a5-1fc490c5cf69",2017-07-27,"Der Farbholzschnitt in Wien um 1900","7fec59d1-a8e2-11e6-8597-f9ef43490d96"
"d20996e2-a4f7-11e6-91a5-1fc490c5cf69",2017-08-12,"Architektur Zeitreisen","7fec59d2-a8e2-11e6-8597-f9ef43490d96"
"d20996e3-a4f7-11e6-91a5-1fc490c5cf69",2017-01-04,"Flex 20 Year Anniversary","7fec80e0-a8e2-11e6-8597-f9ef43490d96"
"d20996e4-a4f7-11e6-91a5-1fc490c5cf69",2017-10-22,"Die tote Stadt","7fec80e1-a8e2-11e6-8597-f9ef43490d96"
"d20996e5-a4f7-11e6-91a5-1fc490c5cf69",2017-06-19,"Media Meetup","7fec80e2-a8e2-11e6-8597-f9ef43490d96"
"d20996e6-a4f7-11e6-91a5-1fc490c5cf69",2017-03-13,"Faszination Afrika und Ozeanien","7fec80e3-a8e2-11e6-8597-f9ef43490d96"
"d20996e7-a4f7-11e6-91a5-1fc490c5cf69",2017-08-01,"Musical","7feca7f0-a8e2-11e6-8597-f9ef43490d96"
"d20996e8-a4f7-11e6-91a5-1fc490c5cf69",2017-03-12,"The Sound of Gemeindebau","7feca7f1-a8e2-11e6-8597-f9ef43490d96"
"d20996e9-a4f7-11e6-91a5-1fc490c5cf69",2017-01-18,"Falstaff","7feca7f2-a8e2-11e6-8597-f9ef43490d96"
"d20996ea-a4f7-11e6-91a5-1fc490c5cf69",2016-12-17,"Schikaneder","7feca7f3-a8e2-11e6-8597-f9ef43490d96"
"d20996eb-a4f7-11e6-91a5-1fc490c5cf69",2017-06-14,"Unternehme der nächsten Generation","7feca7f4-a8e2-11e6-8597-f9ef43490d96"
"d20996ec-a4f7-11e6-91a5-1fc490c5cf69",2017-01-04,"Voice Mania","7feca7f5-a8e2-11e6-8597-f9ef43490d96"
"d20996ed-a4f7-11e6-91a5-1fc490c5cf69",2017-05-11,"Wahlkampfveranstaltung","7feca7f6-a8e2-11e6-8597-f9ef43490d96"
"d20996ee-a4f7-11e6-91a5-1fc490c5cf69",2017-07-10,"5 Uhr Tee","7feca7f7-a8e2-11e6-8597-f9ef43490d96"
"d20996ef-a4f7-11e6-91a5-1fc490c5cf69",2017-09-03,"Der Zauberer von Oz","7feca7f8-a8e2-11e6-8597-f9ef43490d96"
"d20996f0-a4f7-11e6-91a5-1fc490c5cf69",2017-11-25,"The Sound of Gemeindebau","7feca7f9-a8e2-11e6-8597-f9ef43490d96"
"d20996f1-a4f7-11e6-91a5-1fc490c5cf69",2017-05-05,"Gutes Wissen – Guter Geschmack","7feca7fa-a8e2-11e6-8597-f9ef43490d96"
"d20996f2-a4f7-11e6-91a5-1fc490c5cf69",2016-12-07,"Finest Spirits","7feca7fb-a8e2-11e6-8597-f9ef43490d96"
"d20996f3-a4f7-11e6-91a5-1fc490c5cf69",2016-12-15,"Wien Modern","7feca7fc-a8e2-11e6-8597-f9ef43490d96"
"d20996f4-a4f7-11e6-91a5-1fc490c5cf69",2016-12-02,"Evita","7feca7fd-a8e2-11e6-8597-f9ef43490d96"
"d20996f5-a4f7-11e6-91a5-1fc490c5cf69",2017-03-20,"Falstaff","7feca7fe-a8e2-11e6-8597-f9ef43490d96"
"d20996f6-a4f7-11e6-91a5-1fc490c5cf69",2017-04-23,"Architektur Zeitreisen","7feca7ff-a8e2-11e6-8597-f9ef43490d96"
"d20996f7-a4f7-11e6-91a5-1fc490c5cf69",2017-04-24,"Open Studio","7feca800-a8e2-11e6-8597-f9ef43490d96"
"d20996f8-a4f7-11e6-91a5-1fc490c5cf69",2016-12-24,"Jack Daniel’s 150 Year Anniversary","7feca801-a8e2-11e6-8597-f9ef43490d96"
"d20996f9-a4f7-11e6-91a5-1fc490c5cf69",2017-01-09,"Wien bewegt","7feca802-a8e2-11e6-8597-f9ef43490d96"
"d20996fa-a4f7-11e6-91a5-1fc490c5cf69",2017-01-19,"Poetiken des Materials","7feca803-a8e2-11e6-8597-f9ef43490d96"
"d20996fb-a4f7-11e6-91a5-1fc490c5cf69",2017-03-22,"Der Zauberer von Oz","7feca804-a8e2-11e6-8597-f9ef43490d96"
"d20996fc-a4f7-11e6-91a5-1fc490c5cf69",2016-12-28,"Schikaneder","7feca805-a8e2-11e6-8597-f9ef43490d96"
"d20996fd-a4f7-11e6-91a5-1fc490c5cf69",2017-11-14,"The Sound of Gemeindebau","7feca806-a8e2-11e6-8597-f9ef43490d96"
"d20996fe-a4f7-11e6-91a5-1fc490c5cf69",2017-06-20,"Adventkonzert","7feca807-a8e2-11e6-8597-f9ef43490d96"
"d20996ff-a4f7-11e6-91a5-1fc490c5cf69",2017-11-15,"The Last Five Years","7feccf00-a8e2-11e6-8597-f9ef43490d96"
"d2099700-a4f7-11e6-91a5-1fc490c5cf69",2017-11-01,"Wiener Schmucktage","7feccf01-a8e2-11e6-8597-f9ef43490d96"
"d2099701-a4f7-11e6-91a5-1fc490c5cf69",2017-03-25,"Der Farbholzschnitt in Wien um 1900","7feccf02-a8e2-11e6-8597-f9ef43490d96"
"d2099702-a4f7-11e6-91a5-1fc490c5cf69",2017-07-28,"Schulgeschichten aus Wien","7feccf03-a8e2-11e6-8597-f9ef43490d96"
"d2099703-a4f7-11e6-91a5-1fc490c5cf69",2017-07-18,"Maturatreffen","7feccf04-a8e2-11e6-8597-f9ef43490d96"
"d2099704-a4f7-11e6-91a5-1fc490c5cf69",2017-11-24,"Flex 20 Year Anniversary","7feccf05-a8e2-11e6-8597-f9ef43490d96"
"d2099705-a4f7-11e6-91a5-1fc490c5cf69",2017-08-06,"Business Frühstück","7feccf06-a8e2-11e6-8597-f9ef43490d96"
"d2099706-a4f7-11e6-91a5-1fc490c5cf69",2017-05-26,"saunieren statt studieren","7feccf07-a8e2-11e6-8597-f9ef43490d96"
"d2099707-a4f7-11e6-91a5-1fc490c5cf69",2017-01-31,"Macbeth","7feccf08-a8e2-11e6-8597-f9ef43490d96"
"d2099708-a4f7-11e6-91a5-1fc490c5cf69",2017-11-04,"Die Hochzeit des Figaro","7feccf09-a8e2-11e6-8597-f9ef43490d96"
"d2099709-a4f7-11e6-91a5-1fc490c5cf69",2017-05-21,"Flex 20 Year Anniversary","7feccf0a-a8e2-11e6-8597-f9ef43490d96"
"d209970a-a4f7-11e6-91a5-1fc490c5cf69",2017-01-30,"Luft und Liebe","7feccf0b-a8e2-11e6-8597-f9ef43490d96"
"d209970b-a4f7-11e6-91a5-1fc490c5cf69",2017-03-01,"Der Farbholzschnitt in Wien um 1900","7feccf0c-a8e2-11e6-8597-f9ef43490d96"
"d209970c-a4f7-11e6-91a5-1fc490c5cf69",2017-12-12,"Wien bewegt","7feccf0d-a8e2-11e6-8597-f9ef43490d96"
"d209970d-a4f7-11e6-91a5-1fc490c5cf69",2017-10-08,"Homeparty","7feccf0e-a8e2-11e6-8597-f9ef43490d96"
"d209970e-a4f7-11e6-91a5-1fc490c5cf69",2017-05-25,"saunieren statt studieren","7feccf0f-a8e2-11e6-8597-f9ef43490d96"
"d209970f-a4f7-11e6-91a5-1fc490c5cf69",2017-05-28,"Sonderausstellung","7feccf10-a8e2-11e6-8597-f9ef43490d96"
"d2099710-a4f7-11e6-91a5-1fc490c5cf69",2016-12-19,"Voice Mania","7feccf11-a8e2-11e6-8597-f9ef43490d96"
"d2099711-a4f7-11e6-91a5-1fc490c5cf69",2017-10-14,"saunieren statt studieren","7feccf12-a8e2-11e6-8597-f9ef43490d96"
